NAME,A,PER,R,MASS
Kepler-325 b,0.0536941,4.544439,0.259613,0.0253561
Kepler-11 g,0.465624,118.3807,0.296741,0.0332233
Kepler-256 b,0.0270005,1.620493,0.14185,0.011856
Kepler-1182 b,0.0991034,11.17394617,0.215,0.0186391
Kepler-617 b,0.0221208,1.68269615,0.118,0.00774372
Kepler-1035 b,0.0378236,2.71407755,0.104,0.00501732
Kepler-470 b,0.185532,24.66919569,1.288,1
Kepler-1637 b,0.0658388,6.10960324,0.079,0.00189081
Kepler-1346 b,0.0462418,3.40165668,0.141,0.0117956
Kepler-269 c,0.079115,8.127899,0.150772,0.0125062
Kepler-250 b,0.0505253,4.148141,0.100812,0.00450004
Kepler-1167 b,0.0181392,1.00393374,0.153,0.0126737
Kepler-1063 b,0.117439,14.07971466,0.133,0.0115494
Kepler-169 e,0.112418,13.767102,0.196271,0.0165098
Kepler-1340 b,0.0161473,0.66502692,0.138,0.0115843
Kepler-358 c,0.373844,83.488369,0.25426,0.0244074
WASP-56 b,0.056145,4.617101,1.092,0.605385
Kepler-18 c,0.0752115,7.64159,0.489785,0.0544
Kepler-215 e,0.326561,68.16101,0.156125,0.0129124
Kepler-540 b,0.610956,172.7049784,0.242,0.0223911
HATS-6 b,0.0362414,3.3252725,0.998,0.319
Kepler-230 c,0.398184,91.773242,0.181997,0.0151
Kepler-739 b,0.103068,12.53248465,0.296,0.0330424
Kepler-515 b,0.139053,19.96371318,0.13,0.0107116
Kepler-388 b,0.0422619,3.173315,0.0722634,0.00137963
Kepler-107 e,0.117702,14.749049,0.307788,0.0360464
Kepler-947 b,0.169908,26.9644317,0.203,0.0172355
Kepler-1560 b,0.0412688,3.03195744,0.079,0.00189081
Kepler-1230 b,0.0923527,9.95661537,0.242,0.0223911
Kepler-923 b,0.0736811,6.93366476,0.123,0.00890695
CoRoT-8 b,0.0633825,6.21229,0.57,0.216078
Kepler-723 b,0.0486188,4.08227507,1.088,1
Kepler-844 b,0.03114,2.61302086,0.15,0.0124487
Kepler-1283 b,0.113375,12.9460978,0.17,0.014034
Kepler-1430 b,0.0326929,2.46050993,0.105,0.00518721
Kepler-401 b,0.115746,14.383035,0.152556,0.0126401
Kepler-760 c,0.03437,2.46697439,0.132,0.0112658
Kepler-1069 b,0.161835,23.8990296,0.143,0.0119381
Kepler-291 c,0.0624544,5.700786,0.167722,0.0138423
Kepler-1324 b,0.0462676,4.11584468,0.135,0.0121297
CoRoT-20 b,0.0901485,9.24285,0.84,4.24
Kepler-292 e,0.10246,11.97901,0.238201,0.0218083
Kepler-1388 c,0.0525035,5.53608151,0.202,0.017125
Kepler-912 b,0.0372128,2.53475627,0.25,0.0236826
Kepler-514 b,0.0674219,5.65179605,0.153,0.0126737
Kepler-998 b,0.0645018,5.65377733,0.207,0.0176872
Kepler-1129 b,0.164368,24.3397804,0.264,0.0261661
Kepler-1335 b,0.0609548,6.26406846,0.129,0.010441
Kepler-1601 b,0.0336339,2.20921951,0.073,0.00142986
Kepler-659 b,0.122745,17.671796,0.223,0.01966
Kepler-1332 b,0.100137,11.87456832,0.122,0.00866602
Kepler-81 b,0.0554099,5.955,0.216,0.0187628
Kepler-814 b,0.068804,6.1469851,0.189,0.0157709
Kepler-1168 b,0.272889,55.8226539,0.223,0.01966
Kepler-955 b,0.112106,14.53244172,0.279,0.0291691
Kepler-1328 b,0.053514,4.52158888,0.087,0.00266535
Kepler-663 b,0.0543959,4.99678284,0.232,0.0208973
Kepler-624 b,0.120607,14.58649607,0.206,0.0175728
Kepler-1526 b,0.0437251,3.908632,0.217,0.0188877
Kepler-347 c,0.177529,27.320871,0.156125,0.0129124
Kepler-699 b,0.167447,27.80756293,1.259,1
Kepler-32 c,0.0676835,8.7522,0.1784,0.0147699
Kepler-23 b,0.0749015,7.10664,0.169356,0.0139795
WASP-23 b,0.037022,2.9444256,0.962,0.872226
Kepler-594 b,0.1083,13.64618192,0.194,0.0162741
Kepler-1554 b,0.627489,198.088774,0.259,0.0252452
Kepler-650 b,0.0420644,3.03214559,0.264,0.0261661
Kepler-289 d,0.328137,66.0634,0.244,0.012
Kepler-1429 b,0.0540966,4.48487493,0.115,0.00709482
Kepler-194 c,0.13095,17.308032,0.231064,0.0207641
CoRoT-25 b,0.0577982,4.86069,1.08,0.27
Kepler-419 c,1.68144,675.47,,7.3
Kepler-332 b,0.0758257,7.626324,0.10438,0.00508144
Kepler-229 c,0.124621,16.068638,0.438933,0.0802152
Kepler-954 b,0.12007,16.78176602,0.207,0.0176872
Kepler-1408 b,0.0433594,2.99793191,0.079,0.00189081
Kepler-779 b,0.0557932,7.09714223,0.082,0.00215846
OGLE-TR-132 b,0.0303507,1.689868,1.2,1.18
Kepler-633 b,0.0820733,8.50340718,0.145,0.0120821
Kepler-1159 b,0.166307,22.70816791,0.211,0.0181548
Kepler-1443 b,0.0373628,2.41811321,0.087,0.00266535
Kepler-541 b,0.0648523,5.08005848,0.3,0.0340314
Kepler-937 c,0.587421,153.343364,0.238,0.021778
Kepler-625 c,0.0513318,4.1653651,0.094,0.00351465
WASP-52 b,0.0271336,1.7497798,1.27,0.457165
Kepler-953 c,0.0839169,9.10967112,0.106,0.0053608
Kepler-337 c,0.0889716,9.693201,0.182889,0.0151834
Kepler-213 b,0.0356868,2.46236,0.144527,0.0120479
Kepler-386 c,0.168189,25.193458,0.140958,0.0117926
Kepler-1186 b,0.12255,16.07677615,0.199,0.0167991
Kepler-927 b,0.0851117,9.1149903,0.153,0.0126737
Kepler-660 b,0.078486,9.27358194,0.229,0.020474
Kepler-1385 b,0.0415895,2.88879862,0.076,0.00164848
Kepler-1255 b,0.220101,36.2919336,0.207,0.0176872
Kepler-804 c,0.0890131,9.65185017,0.102,0.00468851
Kepler-906 b,0.239949,41.6979976,0.188,0.0156727
Kepler-304 b,0.0433417,3.295709,0.255152,0.0245625
Kepler-149 d,0.576836,160.018032,0.353288,0.0504114
Kepler-1625 b,0.84075,287.378949,0.541,0.123396
Kepler-77 b,0.0450195,3.57878087,0.96,0.430957
Kepler-719 b,0.0570893,5.00731778,0.76,0.4002
Kepler-1455 b,0.224301,49.276764,0.193,0.0161718
Kepler-775 b,0.018714,0.97486893,0.106,0.0053608
Kepler-55 d,0.0332158,2.211099,0.14185,0.011856
Kepler-685 b,0.0280141,1.6255222,0.944,1
Kepler-500 b,0.0821049,8.5083244,0.23,0.0206139
Kepler-327 b,0.0365246,2.549575,0.0990276,0.00422638
Kepler-1162 b,0.191967,32.5637069,0.197,0.0165864
Kepler-721 b,0.0563265,5.39202539,0.236,0.0214793
WASP-50 b,0.0294714,1.9550959,1.153,1.47244
Kepler-1540 b,0.443519,125.4131177,0.222,0.0195285
Kepler-607 b,0.0136874,0.6381632,0.078,0.0018073
Kepler-1317 b,0.0126273,0.56887443,0.139,0.0116544
Kepler-1507 b,0.119784,16.0506213,0.075,0.00157306
Kepler-1384 b,0.111331,15.36262753,0.173,0.0142915
Kepler-217 d,0,3.88689525,0.118,0.00774372
Kepler-1007 b,0.0527894,5.18500207,0.128,0.0101747
Kepler-1477 b,0.0932443,11.55530021,0.105,0.00518721
Kepler-87 c,0.67057,191.2318,0.549,0.0201366
Kepler-105 c,0.0724716,7.125939,0.143635,0.0119837
WASP-98 b,0.0356868,2.96264,1.1,0.83
Kepler-1547 b,0.0159157,0.69297968,0.08,0.00197713
Kepler-195 c,0.205786,34.096863,0.138282,0.011604
GJ 3470 b,0.0356088,3.336649,0.374365,0.0440093
K2-22 b,0.00867627,0.381078,,
Kepler-696 b,0.0518657,4.19042557,0.548,0.136415
Kepler-1133 b,0.0976404,11.55562343,0.176,0.0145548
Kepler-290 c,0.216407,36.77031,0.240878,0.0222169
Kepler-801 b,0.0868408,11.41928253,0.178,0.0147338
Kepler-334 d,0.167766,25.09849,0.125792,0.00960182
Kepler-1620 b,0.447475,101.951829,0.144,0.0120099
Kepler-1644 b,0.143703,21.0907758,0.168,0.0138656
Kepler-273 c,0.0783802,8.014927,0.176644,0.0146122
Kepler-789 b,0.0826682,8.63847725,0.189,0.0157709
Kepler-625 b,0.0776648,7.75192492,0.178,0.0147338
Kepler-266 b,0.0689878,6.61833,0.221251,0.0194307
Kepler-641 b,0.0883024,9.48961571,0.165,0.0136174
Kepler-223 b,0.0742116,7.384108,0.150772,0.0125062
HD 17156 b,0.163197,21.21663,1.02,3.30275
Kepler-1038 b,0.523825,148.4603382,0.315,0.038021
Kepler-137 c,0.138056,18.735753,0.167722,0.0138423
Kepler-990 b,0.0918185,9.91723428,0.232,0.0208973
Kepler-116 c,0.108599,13.07163,0.205192,0.0174811
Kepler-1137 b,0.185991,23.9210791,0.196,0.0164814
Kepler-117 b,0.138351,18.795952,0.696762,0.194248
Kepler-1264 b,0.0190938,0.96852602,0.105,0.00518721
Kepler-513 b,0.185365,28.86235584,0.196,0.0164814
HAT-P-44 b,0.0507459,4.301219,1.242,0.352
Kepler-381 c,0.110364,13.391635,0.0999197,0.00436179
Kepler-354 d,0.163783,24.209842,0.110625,0.00621274
Kepler-332 c,0.124244,15.995622,0.0972433,0.00396389
Kepler-46 b,0.1969,33.60134,0.808,0.314805
Kepler-1215 b,0.0544938,4.76703963,0.109,0.00590412
Kepler-920 b,0.0657805,6.53192704,0.216,0.0187628
WASP-100 b,0.0457351,2.849375,1.69,2.03
Kepler-1086 b,0.122792,18.78425728,0.218,0.0190136
Kepler-1465 b,0.178579,31.8277111,0.158,0.0130579
Kepler-367 b,0.22049,37.815724,0.115978,0.00730238
TrES-2 b,0.0355765,2.47063,1.224,1.20071
Kepler-235 d,0.144489,20.060548,0.182889,0.0151834
Kepler-282 c,0.111718,13.638723,0.107057,0.00554835
Kepler-614 b,0.107866,14.03491514,0.213,0.0183949
Kepler-1018 b,0.254302,49.1013514,0.23,0.0206139
Kepler-799 b,0.502439,133.4605235,0.614,0.13484
Kepler-857 b,0.378116,85.35129427,0.607,0.130623
Kepler-979 b,0.0752791,8.0880135,0.243,0.0225477
Kepler-1320 b,0.0165366,0.86838653,0.152,0.0125983
Kepler-432 b,0.301404,52.501129,1.145,5.41
Kepler-855 b,0.0783093,7.8866311,0.745,0.372141
Kepler-1600 b,0.987284,386.370548,0.279,0.0291691
Kepler-324 c,0.271972,51.805612,0.281024,0.0296032
Kepler-1189 b,0.0492454,3.78858982,0.158,0.0130579
Kepler-394 c,0.103323,12.130686,0.148095,0.0123078
Kepler-1370 c,0.0790483,7.44142113,0.113,0.00668223
Kepler-385 c,0.119895,15.163161,0.271211,0.0275635
WASP-7 b,0.0604573,4.954658,0.915,0.919279
